ASAE-25-1-1925	5050	comparaisons multiples avec l'espèce animale.  Le lion, le chat, le bélier, l’oie, Fhirondelle, le crocodile, le serpent, Vichneumon, le poisson abt, etc., sont des formes animales du dieu 
ASAE-26-1-1926	2457	peine y avais-je travaillé quelques heures que j'y découvris une grande quantité de erocodiles embaumés, enveloppés de toile fortement liée à l'aide de branches de palmier auxquelles sont attachés les crocodiles, qui sont ensuite liés à l'aide de bandelettes. Ces crocodiles, entassés les uns sur les 
ASAE-26-1-1926	2458	quantité de erocodiles embaumés, enveloppés de toile fortement liée à l'aide de branches de palmier auxquelles sont attachés les crocodiles, qui sont ensuite liés à l'aide de bandelettes. Ces crocodiles, entassés les uns sur les  
ASAE-26-1-1926	2500	d'étoffes, la partie centrale de l'œil.  Ayant enlevé quelques crocodiles, j'ai trouvé parmi eux des moutons embaumés également enveloppés dans la peau méme de ces moutons
ASAE-26-1-1926	2554	d'une facon EU jai fourni des détails complets sur le contenu des quatre tombes, et j'ai pris une petite photographie de cette tombe pour indiquer l'emplacement des crocodiles (fig. 4).  
ASAE-26-1-1926	2565	et cette prévision fut confirmée à la suite des fouilles. Mais en examinant les terres qui se trouvaient dans ce puits, je constatai qu'elles étaient en- tièrement constituées par des ossements brûlés de moutons, de crocodiles et de divers autres animaux. Après avoir déblayé ces terres sur une pro- fondeur de 7 m. 20, j'ai trouvé trois petites chambres pleines d’ossements
ASAE-26-1-1926	2574	trouvé; c'est précisément celle pour laquelle on a fait une porte en fer et dans laquelle j'ai fait mettre, suivant l'ordre de M. le Directeur général, ceux des crocodiles et des bois de cercueils qui ne sont pas nécessaires au Musée du Caire. 
ASAE-26-1-1926	2680	nement assez récente pour l'ensevelissement de momies de crocodiles. Celles-ci, as- sez soigneusement préparées, étaient entassées régulière-
ASAE-26-1-1926	2693	n'avons pu les étudier encore pour en préciser la-date. Or, dans le petit temple placé à côté, on adorait le crocodile; un bas-relief bien conservé ne laisse aucun doute. H est donc intéressant de voir enterrées tout contre le temple même les momies de l'animal sacré. Il va sans dire qu'il ne s'agit pas de la nécropole du cro-
ASAE-27-1927	6903	served of Adut standing in à papyrus canoe while before her a cat and an otter (or ichneumon) take young birds from the nests of wild duck and black and white kingfishers. In a lower register a crocodile waits with open jaws to seize a baby hippopotamus which is being born. The stela chamber originally decorated and inscrihed for Ikhy (as the substi-
ASAE-28-1928	2714	20, das Wôrierbuch verglficht auf S. 10 koptisch 8x1, angeblich VUXTIXOPAË. Ich würde auf den Krokodilwächter, Pluvianus aegyptius, rateu, der zur Familie der Regenpfeifer gehürt.
ASAE-28-1928	4474	Dendereh cité par Wiedemann Ü) dit qu'Horus se transforma en croco- dile le 10 Kiahk et transporta les membres d'Osiris. Le bas-relief de Philæ montre un crocodile transportant sur son dos une momie qui pourrait être celle d'Osiris. Voici le passage se référant à cette représentation : 
ASAE-28-1928	4494	Li Horus vint après avoir apporté les membres d'Osiris de l'eau en ce jour de ses transformations en crocodile en son nom de crocodile.  
ASAE-29-1929	5512	Coloured limestone Uræus. Tell Basta. 592457.  Limestone Head of crocodile. P. 59465.  
ASAE-29-1929	5616	YNIZ-INAj°eX Antinoe. 52090.  Wooden Frieze with scene of a crocodile being killed by a man in a marsh (perhaps an allusion to Leviathan, ef. Job, k1).  Bahnasa. 51979. 
ASAE-30-1930	326	Vôgel, deren Einzelheiten so gut dargestelli sind, dass ich annehme ein Zoologe müsste danach die Spezies bestimmen kônnen». D'après sa note, ces oiseaux représenteraient le «Krokodilwächter», Pluvianus aegypiius (2),  M. Borchardt croit donc que les bw du modèle du Caire (ig- 3) sont
ASAE-30-1930	4705	sur le naos de Baglieh ©) en un tableau montrant le dieu à tête d'ibis age- nouillé, les bras étendus en un geste d'arrêt, les mains fermées, entre deux crocodiles se regardant, scène pour laquelle il semblerait qu'a été faite la description SELLES «tu es le dieu glorieux qui est entre ses deux crocodiles »(#), Ces deux sauriens sont encore mis ici pour
ASAE-30-1930	4707	deux crocodiles se regardant, scène pour laquelle il semblerait qu'a été faite la description SELLES «tu es le dieu glorieux qui est entre ses deux crocodiles »(#), Ces deux sauriens sont encore mis ici pour Horus et Set que leur arbitre a mis d’accord en donnant la souveraineté de la Basse-Égypte à l'un, de la Haute-Égypte à l’autre ou bien de la vallée du
ASAE-30-1930	4712	Nil et des déserts, si bien que les Pharaons, héritiers de ces deux dieux- rois, avaient reeu le titre de 7 7 ou à, résultat d’un jeu de mots sur © =- «crocodile» pris au duel et | [ | Î Æ ) «monarque». Ce calem- bour est très ancien : on le trouve déjà dans les Maximes de Piah-hotep, XV, 1. 11. Ce sont les premiers mots du texte : Sn J —“$ «Ô souverain, mon
ASAE-30-1930	5121	 et qui, à l’époque romaine, battit effectivement monnaie, prenant un crocodile comme signe distinctif. Aussi bien Onouphis, en égyptien £a Ro-nefer, qui, chez Hérodote, se substitue à Hermopolis dans la liste des nomes des Calasiries avait élé élevée au rang de district autonome comme
ASAE-30-1930	5237	  5° Le tableau des crocodiles nourris par les nomes de l'Égypte, figu- rant à la planche IF du papyrus du Fayoum de la collection Amherst U), est loin de suivre une classification régulière des provinces et districts;
ASAE-30-1930	5338	  dieu crocodile, tout comme Onouphis : un titre sacerdotal a été pris pour .  
ASAE-30-1930	5345	 ® Bragsch met une jambe dans le  jecturale. La victime de Sebek, le dieu signe de l'enceinte; je doute fort de cette crocodile, serait Osiris. lecture et probablement il doit y avoir là ®) Bnucsen, Dict. géogr., p. 1196. Hat-khas comme dans la légendesuivante. (9 Danessv, Ménélais, dans Revue de
ASAE-30-1930	5433	morts, et on lui avait élevé un temple, Hat-khas (ou simplement Khas), où l'on adorait en outre un certain nombre de divinités, dont un dieu à forme de crocodile. Ce temple dépendant de la ville de Ro-nefer — Onou- phis, toutes les divinités mentionnées dans ces textes sont dites maîtresses de Ro-nefer : il serait plus exact de traduire maïtresses à Ro-nefer. Parmi
ASAE-30-1930	5443	  | jambes elle a des pattes de chèvre 6) et foule aux pieds un crocodile.  
ASAE-30-1930	6024	 Au Papyrus du Fayoum, n° VIII de la collection Amherst 6), page 1, dernière case, est représenté un crocodile MT TS «Sebek, seigneur de Ta-mehit»; la légende, malheureusement incomplète, ne donne plus ques mflmjon tt ©. Le premier signe, la tresse de
ASAE-30-1930	6037	  Je rappellerai que jusqu’au moyen âge il y avait peut-être des crocodiles dans le lac Menzaleh. Yaqout dit d’el-Bosrat Lay) « Localité des croco- diles, proche de Damiette et faisant partie de la province de la Daqhlieh » (4),
ASAE-30-1930	6084	 Cet auteur est mort en 1229. Fait-il allusion à une ancienne tradition, ou bien voyait-on encore des crocodiles entrés dans le bahr el-Soghair descendre jusqu’au lac de Damiette par le canal el Marakeb? On peut noter que près de l'embouchure de Dibeh une partie du lac est encore
ASAE-30-1930	6088	noter que près de l'embouchure de Dibeh une partie du lac est encore appelée par les pêcheurs Bahr ganb el-Timsah ( «la mer à côté (ou du flanc) du crocodile », ce qui semblerait mdiquer que dans la «région du poisson» Z; l'animal de Sebek s’est montré encore longtemps après qu'il eut cessé d'y être adoré.
ASAE-30-1930	10372	Signalons une petite découverte qui n’a aucun rapport avec le monu- ment d’Amenophis IV. À un niveau supérieur à celui de la XVIII: dynastie, on a trouvé, le 16 janvier, un petit crocodile en pierre tendre vert clair.  
ASAE-31-1931	1465	Il est notoire que MM. Grenfell et Hunt ont découvert la plus grande partie des papyrus provenant de Tebtynis dans l’immense cimetière de crocodiles momifiés qui s’étend dans le désert, au Sud de la ville.  Ces papyrus avaient été employés soit pour envelopper les corps des
ASAE-31-1931	1468	 Ces papyrus avaient été employés soit pour envelopper les corps des crocodiles, soit pour leur boucher le gosier ou d’autres cavités. Mais les momies renfermant des papyrus n'étaient que dans la proportion de 2 0/0. Malgré l'énorme masse de crocodiles que les deux savants anglais ont dé-
ASAE-31-1931	1470	crocodiles, soit pour leur boucher le gosier ou d’autres cavités. Mais les momies renfermant des papyrus n'étaient que dans la proportion de 2 0/0. Malgré l'énorme masse de crocodiles que les deux savants anglais ont dé- terrés, la nécropole n’est pas encore épuisée. Nous avons examiné une vingtaine de crocodiles de grandes dimensions et quelques centaines de
ASAE-31-1931	1472	Malgré l'énorme masse de crocodiles que les deux savants anglais ont dé- terrés, la nécropole n’est pas encore épuisée. Nous avons examiné une vingtaine de crocodiles de grandes dimensions et quelques centaines de modestes ou de petites dimensions. Malheureusement, le résultat a été tout à fait négatif en ce qui concerne les papyrus.
ASAE-31-1931	1833	où subsistaient, chez le populaire, tant de vieilles croyances : ils véné- raient Isis en sa forme d’oûpaños, Anubis en sa forme de chien, Soukhos en sa forme de crocodile, les Agathodémons en leur forme de serpents, etc.  
ASAE-32-1932	3467	  noyaient dans le fleuve ou étaient dévorés par les crocodiles. Ravie par les  
ASAE-34-1934	9956	and this was, [ understand, purchased.  Other creatures figured are crocodiles (nos. 3 and 5), fish (no. 3), and bees (no. A). Genuine crocodiles are all shown viewed from above, or in solid colour (Prehistoric Epypt, pl. XXXIV, 45m; Capanr, Primutive
ASAE-34-1934	9957	 Other creatures figured are crocodiles (nos. 3 and 5), fish (no. 3), and bees (no. A). Genuine crocodiles are all shown viewed from above, or in solid colour (Prehistoric Epypt, pl. XXXIV, 45m; Capanr, Primutive Art, p.120,1938, 194); here tliey are shown in profile, having short
ASAE-35-1935	248	à gauche les têtes d’un lion, d’un ibis, d’un chacal, d’un taureau, à droite celles d'un faucon, d’un chien, d'un chat, d'un bélier. Le-corps est celui d’un lion äilé. Du poitraïl se détache une tête de crocodile. Sur le dos, l'animal porte une sorte de tapis ou de manteau; devant sa poitrine pend une espèce de tablier. Le flanc est barré de deux chaînes ou bandes qui
ASAE-35-1935	426	 Le n° 3 du P. Mallon, Journal provisoire n° 2e , représente un sphinx à tête humaine marchant sur un serpent. Une tête de crocodile lui sort du poitrail. Sa queue se termine par un uræus dressé, couronné du disque et des deux plumes.
ASAE-35-1935	431	 Le n° 4 du P. Mallon représente un sphinx debout (}, dont le corps unique porte à chaque extrémité une tête humaine, une tête de crocodile et une tête de bélier, celle-ci posée derrière la nuque de la tête humaine. 
ASAE-35-1935	498	partie supérieure d’un sphinx composite, et il a certainement raison. Comme il l’a noté, on reconnaît encore des restes d’un tablier et de la tête de crocodile.  J'ai fait acheter récemment par le Musée du Gaire trois autres reliefs
ASAE-35-1935	566	de bélier est vue de dessus.  Au lieu d’une simple tête de crocodile se détachant du poitrail léonin, nous avons ici le corps entier du crocodile, y compris les pattes, figuré sous le ventre du sphinx. La queue de ce dernier se termine, comme d'or-
ASAE-35-1935	567	 Au lieu d’une simple tête de crocodile se détachant du poitrail léonin, nous avons ici le corps entier du crocodile, y compris les pattes, figuré sous le ventre du sphinx. La queue de ce dernier se termine, comme d'or- dinaire, par un uræus dressé. Au-dessus de cette queue et de la croupe
ASAE-35-1935	1217	que la tête humaine; au lieu que les autres sont comme des protubé- rances de cette dernière. Peut-être faut-il expliquer cette primauté accor- dée au crocodile par l'importance que prit, à l'époque gréco-romaine, le Fayoum, domaine propre du dieu Sobek. 
ASAE-35-1935	1392	  même qu'aux cippes d’'Horus sur les crocodiles. Bès, qui .est souvent représenté sur ces cippes et sur les bâtons magiques, est aussi en relation avec nos sphinx, tantôt par sa présence effective à leurs côtés, plus encore
ASAE-35-1935	11673	grand nombre de vases White Cross-lined qui présentent la même particu- larité, comme par exemple une coupe semblable à la nôtre conservée à Londres (représentant un crocodile et plusieurs hippopotames) et une jarre sur laquelle sont figurées deux girafes avec d’autres animaux (un bouquetin et un mouflon à manchettes) (fig. 4)®. Ces deux girafes ne
ASAE-35-1935	14112	justement un sphinx panthée, dont le nom, Totoës, n'est qu'une variante de celui de Tithoës, qui accompagne ce monstre en Égypte. La tête d'âne est celle du crocodile Sobek, peut-être déformée par un sculpteur. macé- donien ; les serpents enroulés autour du corps peuvent être les sautoirs ©); les couteaux, les scorpions et les autres serpents sont ceux qui accom-
ASAE-35-1935	14247	  les têtes supplémentaires de ce monstre sont celles du crocodile Sobek et du bélier d’Ammon, accompagnées parfois de la bipenne qui caractérise en Égypte un certain dieu asiatique}, prouve certainement que les sculp-
ASAE-35-1935	14275	du sphinx panthée, par une tête de serpent; et sa poitrine donne nais- sance, comme celle du sphinx panthée, à une autre tête, qui n’est assu- rément pas celle du crocodile Sobek, mais bien celle d’un lion. Et cette tête de lion exprime simplement d’une façon plus naïve, si l’on y réflé- chit, le côté léonin de la nature du sphinx. Cette analogie est-elle for-
ASAE-36-1936	11198	 voir au temple de Dendérah deux bas-reliefs très caractéristiques. Le pre- mier montre un homme agenouillé sur deux crocodiles et tenant d’une main un scorpion par la queue. Les proportions de l’homme et des ani- maux montrent à l'évidence que les crocodiles et le scorpion sont artifi-
ASAE-36-1936	11200	mier montre un homme agenouillé sur deux crocodiles et tenant d’une main un scorpion par la queue. Les proportions de l’homme et des ani- maux montrent à l'évidence que les crocodiles et le scorpion sont artifi- ciels. L'homme s’est couvert la tête d’un masque d'Horus-faucon et porte sur les épaules les ailes de ce dieu : il personnifie donc le dieu Horus sur
ASAE-36-1936	11203	ciels. L'homme s’est couvert la tête d’un masque d'Horus-faucon et porte sur les épaules les ailes de ce dieu : il personnifie donc le dieu Horus sur les crocodiles. L'autre bas-relief représente un prêtre debout, se couvrant la tête jusqu'aux épaules d’un masque qui est une tête du dieu Anubis- chacal. —
ASAE-37-1937	1492	 9 This sign cannot be anything else  p. 84 (Vespasianus), 97 (Domitianus), except the crocodile as a variant of ns . 147 (on a stela from Kom Ombo, Tra- This variant is met with very often in jan), 163 Marcus Aurelius and 941 the temple of Kom Ombo (see, for (Augustus). Also in Medamüd, for ex-
ASAE-37-1937	5573	  ® Le crocodile a, sur l'original, deux entourant les signes = et À,  
ASAE-37-1937	5730	el marqués par lui sous le n° 45 sur la carte annexée à son article Zur Topographie der Ruinenstätte des Alten Schet-Krokodilopolis- Arsinoe (1887). Voir notre figure 2. 
ASAE-38-1938	34388	lon of the two emblems of course always refers to an offering of baster and clothing, but here the meaning must be different}; and a ed crocodile- or hippopotamus-headed god accompanied by some pmatical hieroglyphs. À little below this god is à gateway with seven Lover it and a short text, probably containing its name, inside it.
ASAE-38-1938	34961	cui una figurazione era stata da me rinvenuta nella Ie Cam pagna. Pu troppo le iserizioni sotto le varie sfingi contengono invocazioni 3 Res, nutet, la dea di Madinet Mâdi ed al dio Coccodrillo, protettore del provincia, e tacciono 1 nomi dei sovrani. Ë probabile che il ritratto4 questo Tolemeo, che conosciamo ora in almeno due repliche, ripetM
ASAE-38-1938	37502	petite salle à six colonnes, et un fragment de stèle, probablement de La recherche très difhcile et lente, nécessitant d’autres percements de | | * XIX° dynastie, mentionnant une crue exceptionnellement fortesetuun SN maçonnerie, fut continuée sur toute la longueur du mur et lors de la | fragment de stèle d'Horus sur les crocodiles, avec inscriptions sur la face MN site de M. le Directeur Général, nous avions ouvert un couloir entre | Sreurlateinche | la base du mur appliqué et la maçonnerie faite de l'intérieur du pylône | da place des blocs extraits sur toute la longueur du pylône. Mais nous
ASAE-38-1938	38937	constate que le «nefer » est gravé en surcharge et qu'il est manifestement disproportionné par rapport à la seconde partie du nom. C’est qu'il y. avait Là d'abord un Sebek écrit par le crocodile, à la queue tombante, posé sur un naos élevé. L’usurpateur est probablement un Neferhotep 
ASAE-38-1938	39632	parmi les statuettes. On a aussi des représentations des divinités du cycle de Nekhabit : Horus à corps d'homme et à tête de faucon; une figurine qui combine les formes du crocodile et celles du faucon; un cynocéphale assis, ayant la tête et les ailes d’un faucon. Une figure de vautour en calcaire porte sur la base une inscription qui associe Nekhabit et Hathor,
ASAE-38-1938	39777	mière est précédée de la formule : Dit Aa pehti [7 7 239, et un personnage assez maladroitement restauré doit être pris pour une figu- ration de Seth avec une tête qui rappelle celle d’un crocodile plus que celle de l'animal sethien. Le dieu a un corps d'homme; 11 marche, tenant deux couteaux. C’est lui qui est invoqué dans la première parole de
ASAE-39-1939	2302	 GXL. (CID). 1894, t. XVI, p. 48 : Tablette en calcaire, analogue aux stèles d'Horus sur les crocodiles trouvée à Saïs. Inscriptions.  CALI. (CUT). 1894, t. XVI, p. 49 : Stèle d'époque grecque provenant de Saqqara,
ASAE-39-1939	30550	meria , Philoteris , Dionysias , dove la vigilanza dei monumenti ha cominciato ad esercitarsi serlamente in questi ultimi tempi. E ad un passo da Madinet el Faiyüm esistono le rovine dell’antica Crocodilopolis (Kimân Fâris), aperte da ogni parte, dove mi pare che la vigilanza sia pressocchè impossibile. 
ASAE-39-1939	30574	  [ gruder di Crocodilopolis, la capitale dell’Arsinoite, chiamata in seguito Apoivoirr æéluis, ma che, nell'età tolemaica, conservd a lungo 1l nome di Crocodilopolis, lodierna Madinet el Faiyüm dedicano la loro sinagoga
ASAE-39-1939	30576	[ gruder di Crocodilopolis, la capitale dell’Arsinoite, chiamata in seguito Apoivoirr æéluis, ma che, nell'età tolemaica, conservd a lungo 1l nome di Crocodilopolis, lodierna Madinet el Faiyüm dedicano la loro sinagoga  
ASAE-39-1939	30591	data posteriore al 245 av. Chr. ed il 221, anno della morte dell’'Evergete.  Diciamo subito che la sinagoga di Crocodilopolis è nota da un testo rinvenuto à Tebtynis, ma che proviene da un cartonaggio di mummia (di coccodrillo) confezionato con materiali attinti ad un archivio di Kerke-
ASAE-39-1939	30593	Diciamo subito che la sinagoga di Crocodilopolis è nota da un testo rinvenuto à Tebtynis, ma che proviene da un cartonaggio di mummia (di coccodrillo) confezionato con materiali attinti ad un archivio di Kerke- osiris (Tebtynis Papyri n° 86). 
ASAE-39-1939	30599	curezza a Grocodilopolis, ricordata nella 1° colonna assai mutilata del testo e, per associazione, dobbiamo ritenere che la menzione ripetuta nelle due colonne successive della æékus non possa attribuirsi che a Crocodilopolis.  
ASAE-39-1939	30608	cata (1), Nella serie di queste proprietà, figura la sinagoga degli ebrei, che copriva un appezzamento di terreno di quattro arure (cosi la nota inter- lineare aggiunta). La topografa dell'antica Crocodilopolis (gli odierni Kimân Fâris) è stata rilevata dallo Schweinfurt; ma, per lo stato delle rovine, dove non furono mai fatti scavi sistematici, ma che vennero bru-
ASAE-39-1939	30618	si pensi che poche locahtà furono esplorate e tutte superficialissmamente.  Due ebrei residenti a Crocodilopolis figurano come attori in un con- tratto del 189 av. Chr. (Tebtynis Papyri IT 817). Un testo rinvenuto a Magdola, ci parla di un'altra sinagoga, ad Alexandronesos, una piccola
ASAE-39-1939	30682	 Essi sono anche redatti con un’unica formula e parrebbero scritti di concerto. Eppure Crocodilopolis dista da Schedia alcune centinaia di  
ASAE-39-1939	30737	 (® Le varianli sono insignificanti. Per l'inversione, nel litolo di Crocodilopolis,  
ASAE-39-1939	31015	  La dedica della Sinagoga di Crocodilopolis.  
ASAE-39-1939	32710	die Freiheiten der Ausführung gehen nicht über die gleichen Züge hinaus in Malereien, auf Silberschalen und auch in Reliefs der gleichen oder sogar früheren Zeit. Der Kampf der Nilpferde mit zwei Krokodilen in dem Schilfdickicht an dem Sockel des Westendes der Südwand F) zeigt 
ASAE-40-1-1940	337	quite unnecessary to repeat them here).  Herodotus, Il, 90, writes : ‘Should any person, whether Egyptian or stranger, no matter which, be found to have been seized by a crocodile, or drowned in the river, to whatever city the body may be carried, the inhabitants are by law com- pelled to have the body embalmed, and having adorned it in the hand-
ASAE-40-1-1940	2468	god Petesuchos or Petesuchis (2. e., Pete-subek, ‘he whom the god Suchos gave’). In Pliny (H N., xxxvi. 84) he is erroneously identified with the king who built the Labyrinth. This hero-god was depicted as a crocodile, like Suchos, the old local deity of the Fayyüm, from whom he took his name”—see in HERE., VI, 1913, p. 651.—Reference given me by
ASAE-40-1-1940	2771	Il, p. 41.  Âuen-eu-uar Il (— the crocodile god Pramarres or Lamarres in the Græco-Roman era). K. Serue, in Loc. cù.; À. Erman, op. cil., p. 3943 À. Voczno, Primo Rapporto degli Scavi de
ASAE-40-1-1940	14616	 Pnepheros (— P;-nfr-hr), ‘The Beautiful of Face”, perhaps a deified man, became identified with the crocodile-god Sebek (Suchos) and was worshipped in the Fayüm at Theadelphia and at Karanis. Pnepheros was called ‘‘the great god, the crocodile”, at Theadelphia where also he
ASAE-40-1-1940	14618	man, became identified with the crocodile-god Sebek (Suchos) and was worshipped in the Fayüm at Theadelphia and at Karanis. Pnepheros was called ‘‘the great god, the crocodile”, at Theadelphia where also he was sometimes. known as Psempnepheros, ‘*The son of Pnepheros”. At Euhemeria, also in the Fayüm, were revered the god Pneferos and.
ASAE-40-1-1940	14623	others. It was, however, in the south temple at Karanis that Pnepheros was worshipped together with Petesuchos, apparently another divinized man who was connected with the crocodile- god (see my first article, p- 33, No. B. VI). The innermost main room or sanctuary of the south- ern temple had a large altar on which a mummy crocodile was exhibited.
ASAE-40-1-1940	14625	man who was connected with the crocodile- god (see my first article, p- 33, No. B. VI). The innermost main room or sanctuary of the south- ern temple had a large altar on which a mummy crocodile was exhibited. When not on exhibition the crocodile was housed in a deep vaulted niche in the north wall of the room outside the sanctuary. Now opposite this
ASAE-40-1-1940	14626	p- 33, No. B. VI). The innermost main room or sanctuary of the south- ern temple had a large altar on which a mummy crocodile was exhibited. When not on exhibition the crocodile was housed in a deep vaulted niche in the north wall of the room outside the sanctuary. Now opposite this niche, and in the south wall of the same outer room, is a smaller vaulted
ASAE-40-1-1940	14629	in the north wall of the room outside the sanctuary. Now opposite this niche, and in the south wall of the same outer room, is a smaller vaulted niche. Could it be that a smaller crocodile-mummy was exhibited in the latter niche? In other words, it is not impossible, perhaps, that 
ASAE-40-1-1940	14652	in the Karanis temple of Pnepheros and Petesuchos one of these two gods was supposed to be the son of the other, the father being repre- sented by the larger crocodile and the son by the smaller one. For positions of niches see A. E. R. Boax, Karanis 1924-1991, 1933, pp. 52, 52, PL X, B!, B2.
ASAE-40-1-1940	14878	about 484 B. C.— Alan Rowe.] à  Aelian (Hist. Anim. X. 21), speaking of crocodile-worship in Egypt, especially at Ombi, says : ‘‘when their children, as often happens, are carried off by crocodiles, the people are overjoyed, and the mothers of the unfortunate victims are gladdened
ASAE-40-1-1940	14879	 Aelian (Hist. Anim. X. 21), speaking of crocodile-worship in Egypt, especially at Ombi, says : ‘‘when their children, as often happens, are carried off by crocodiles, the people are overjoyed, and the mothers of the unfortunate victims are gladdened and go about in proud reverence, as having forsooth produced food and a meal for
ASAE-40-1-1940	14987	 - Le récit fait par Hérodote (IT, 90) se rapporte aussi aux noyés ainsi qu’à ceux qui ont été happés par un crocodile. Le défunt Écens (Row, p. 4) ne désigne pas seulement le noyé, mais aussi le béatifié. Max Müller (Stud. zur. äg. Formenlehre, A. Z., 1891, p. 89) a démontré que
ASAE-41-1941	8026	Ë À AE % 4 Le dieu de l'heure 14 ca $ ©, à tête de crocodile, tient une rame.  
ASAE-41-1941	11888	84393 Idem, with figure of hawk.  84394-84395 Idem, with figure of crocodile.  84396-84431 Idem, with figure of frog.
ASAE-41-1941	11894	84439 Idem, with figure of scorpion. :  84433-84436 Idem, with figure of two crocodiles.  84437-84533 Plaques of all kinds with figure of fish in relief on thé back.
ASAE-41-1941	23537	gazelle sur le front, ne sont pas toutes des Rechef. On connaît par exemple le dieu sauveur es. e 1 Shed-w qui se trouve tantôt sur les crocodiles (? et tantôt sur un char traîné par un griffon ailé ee ‘kk lançant des flèches contre les serpents et autres ennemis d’Horus (, tout en portant la tête de gazelle sur le front. On connaît de
ASAE-42-1943	13709	bargees, quarrymen, haulers of stone and other humble labourers. The only conclusion that I can suggest regarding the disposal of the bodies of the serfs is that they were thrown into the Nile, where the crocodiles would make short work of those who were not carried away by the cur- rent.
ASAE-42-1943	17739	sceau du roi Den et rapprocher celles-ci de la petite statue du roi harpon- neur découverte chez Toutankhamoun»(". La lutte contre les monstres du fleuve, contre l'Hippopotame et le Crocodile et peut-être même contre la grande Tortue du Nil (Trionyx triunquis)"), a été une des occupations favorites des plus anciens rois. Cette lutte qui, dans l'imagerie
ASAE-42-1943	22383	 . The word xéuda which according to Herodotus (I, 69) was the Egyptian name of the crocodiles was long ago identified with the Middle Egyptian W{f  msk, Coptie S. B. mcazl. The correctness of this etymology has never been doubted, difficult as it was to reconcile a form
ASAE-42-1943	22473	time of Herodotus the Greek colonisation of Egypt was still: limited to the Delta—we are entitled to equate xduÿa with the Boharic zan-MCa2  ‘tcrocodiles”, in which the n of 2an-, though not assimilated to the following m in Egyptian, was assimilated in the Greek form, where the » of a *yav- coalesced with the pu of -uou,
ASAE-42-1943	25663	stability and prosperity forever”. Behind the uræus are two vertical lines meaning.  “Üterance : (1) give to thee hfe, prosperity (1) Sobk, master of À part of the two feathers which the Crocodile-god Sobk usually bears on ‘his head, are still remaining (1). ’lw-nfrw i.e. the Island of Beauty, of which Sobk is described as master, is not met with
ASAE-42-1943	25669	cartouche of one of the Amenemhat Kings 7 4 KA ‘<beloued o Sbk, master of *lw-nfrw "1. We know that Sobk was worshipped in Saïs with Neïth, who is represented sometimes suckling wo crocodiles. [t is interesting to point out that a village situated at 17 kms. to the S.-W. of Sà el-Hagar is called ‘‘Binûfar”. Could the name of this village be
ASAE-43-1943	3503	 Parmi elles nous rangerons : 1° Un bronze représentant une barque des morts avec naos et Horus, portée par un. crocodile accroché au sommet d’une colonnette papyriforme, dont le fût peut mesurer, intérieurement, o m. 059; 2° Puis une chatte allaitant ses deux petits, dont la colonnette
ASAE-44-1944	5312	 Horus terrassant les animaux nuisibles est vu sous différentes formes, d'abord sur les stèles magiques debout sur deux crocodiles et tenant un lion par la queue, des scorpions, des serpents et même une gazelle qui compte aussi parmi les ennemis du dieu solaire, elle lui aurait crevé
